? P,TFT6_Augment_MeleeStarBlade2,TFT6_Augment_ChemtechTrait,TFT6_Augment_ChemtechForAllUnits,2
? P,TFT6_Augment_Ascension,TFT6_Augment_MakeshiftArmor2,undefined,8
? P,TFT6_Augment_Traitless3,TFT6_Augment_ItemGrabBag1,undefined,8
? P,TFT6_Augment_EnchanterTrait2,undefined,undefined,8
? P,TFT6_Augment_Weakspot,TFT6_Augment_Disintegrator1,TFT6_Augment_ThrillOfTheHunt2,7
J??,TFT6_Augment_TreasureTrove1,TFT6_Augment_ChallengerEnGarde,TFT6_Augment_Weakspot2,1
J??,TFT6_Augment_RadiantRelics,TFT6_Augment_TargetDummies,TFT6_Augment_Disintegrator2,2
J??,TFT6_Augment_Electrocharge1,TFT6_Augment_TomeOfTraits1,TFT6_Augment_Backfoot2,2
J??,TFT6_Augment_TreasureTrove1,TFT6_Augment_TinyTitans,TFT6_Augment_JeweledLotus,5
J??,TFT6_Augment_Weakspot3,TFT6_Augment_Disintegrator1,TFT6_Augment_SecondWind2,2
J??,TFT6_Augment_EnchanterTrait2,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_SecondWind2,2
KurumBusinessAcc,TFT6_Augment_EnchanterArdentCenser,TFT6_Augment_ForceOfNature,TFT6_Augment_SocialiteShare,2
KurumBusinessAcc,TFT6_Augment_PandorasItems,TFT6_Augment_CyberneticUplink1,TFT6_Augment_PortableForge,4
KurumBusinessAcc,TFT6_Augment_HeroStandBehindMe,TFT6_Augment_JeweledLotus,TFT6_Augment_CyberneticUplink2,1
KurumBusinessAcc,TFT6_Augment_LudensEcho3,TFT6_Augment_BinaryAirdrop,TFT6_Augment_FuturePeepers,4
KurumBusinessAcc,TFT6_Augment_CyberneticShell1,TFT6_Augment_FuturePeepers,TFT6_Augment_CelestialBlessing3,3
PWV ???????????,TFT6_Augment_MakeshiftArmor3,TFT6_Augment_Disintegrator2,TFT6_Augment_Keepers2,4
PWV ???????????,TFT6_Augment_Backfoot1,TFT6_Augment_SecondWind1,TFT6_Augment_ComponentGrabBag,4
PWV ???????????,TFT6_Augment_StrikerOverpower,TFT6_Augment_FourScore,TFT6_Augment_SunfireBoard,7
PWV ???????????,TFT6_Augment_RadiantRelics,TFT6_Augment_PortableForge,TFT6_Augment_CyberneticShell2,2
PWV ???????????,TFT6_Augment_TrueTwos,TFT6_Augment_Ascension,TFT6_Augment_Weakspot2,2
PWV ???????????,TFT6_Augment_ClockworkTrait,TFT6_Augment_Meditation1,TFT6_Augment_HighFive,7
PWV ???????????,TFT6_Augment_MakeshiftArmor1,TFT6_Augment_Phalanx2,TFT6_Augment_ComponentGrabBag,7
PWV ???????????,TFT6_Augment_Weakspot,TFT6_Augment_PandorasItems,TFT6_Augment_HighFive,4
PWV ???????????,TFT6_Augment_PortableForge,TFT6_Augment_CelestialBlessing1,TFT6_Augment_CyberneticUplink2,4
PWV ???????????,TFT6_Augment_EnchanterArdentCenser,TFT6_Augment_ScrapEmblem,TFT6_Augment_BinaryAirdrop,1
PWV ???????????,TFT6_Augment_HeroEmblem,TFT6_Augment_Weakspot2,TFT6_Augment_Diversify3,1
PWV ???????????,TFT6_Augment_Weakspot2,TFT6_Augment_InnovatorTrait,TFT6_Augment_JeweledLotus,2
PWV ???????????,TFT6_Augment_TreasureTrove1,TFT6_Augment_BlueBattery1,TFT6_Augment_ColossusArmorPlating,1
PWV ???????????,TFT6_Augment_Underdogs,TFT6_Augment_TinyTitans,TFT6_Augment_SecondWind2,2
PWV ???????????,TFT6_Augment_HeroStandBehindMe,TFT6_Augment_Weakspot2,TFT6_Augment_BinaryAirdrop,4
PWV ???????????,TFT6_Augment_RadiantRelics,TFT6_Augment_BruteTrait,TFT6_Augment_ExperimentalEmblem,3
PWV ???????????,TFT6_Augment_TriForce1,TFT6_Augment_PortableForge,TFT6_Augment_CyberneticUplink2,7
PWV ???????????,TFT6_Augment_SunfireBoard,TFT6_Augment_CyberneticUplink2,TFT6_Augment_CyberneticImplants3,2
PWV ???????????,TFT6_Augment_TwinshotTrait,TFT6_Augment_Weakspot,TFT6_Augment_TwinshotTrait2,2
PWV ???????????,TFT6_Augment_ClearMind,TFT6_Augment_Backfoot1,TFT6_Augment_Weakspot,1
PWV ???????????,TFT6_Augment_TreasureTrove2,TFT6_Augment_Battlemage2,TFT6_Augment_JeweledLotus,1
PWV ???????????,TFT6_Augment_MeleeStarBlade1,TFT6_Augment_ScrapTrait,TFT6_Augment_CyberneticShell2,2
PWV ???????????,TFT6_Augment_HyperRoll,TFT6_Augment_Weakspot2,TFT6_Augment_CyberneticUplink2,4
PWV ???????????,TFT6_Augment_SecondWind1,TFT6_Augment_FirstAidKit,TFT6_Augment_PortableForge,2
PWV ???????????,TFT6_Augment_TreasureTrove1,TFT6_Augment_MaxLevel10,TFT6_Augment_StrikerEmblem2,4
PWV ???????????,TFT6_Augment_TinyTitans,TFT6_Augment_Battlemage1,TFT6_Augment_ChemtechEmblem,5
PWV ???????????,TFT6_Augment_StrikerEmblem2,TFT6_Augment_Backfoot2,TFT6_Augment_ThrillOfTheHunt2,5
PWV ???????????,TFT6_Augment_SniperNest,TFT6_Augment_TomeOfTraits1,TFT6_Augment_FuturePeepers2,7
PWV ???????????,TFT6_Augment_EnchanterArdentCenser,TFT6_Augment_BinaryAirdrop,TFT6_Augment_PortableForge,1
PWV ???????????,TFT6_Augment_Phalanx2,TFT6_Augment_BinaryAirdrop,TFT6_Augment_CyberneticUplink2,5
PWV ???????????,TFT6_Augment_ItemGrabBag1,TFT6_Augment_TinyTitans,TFT6_Augment_CyberneticShell2,2
PWV ???????????,TFT6_Augment_MercenaryEmblem,TFT6_Augment_Archangel2,TFT6_Augment_CyberneticUplink2,1
PWV ???????????,TFT6_Augment_Weakspot3,TFT6_Augment_FourScore,TFT6_Augment_CyberneticImplants2,2
PWV ???????????,TFT6_Augment_ChallengerForAllUnits,TFT6_Augment_Backfoot2,TFT6_Augment_CelestialBlessing2,4
PWV ???????????,TFT6_Augment_TreasureTrove1,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_Phalanx2,7
PWV ???????????,TFT6_Augment_Traitless2,TFT6_Augment_CelestialBlessing2,TFT6_Augment_MeleeStarBlade2,5
PWV ???????????,TFT6_Augment_EnchanterTrait,TFT6_Augment_Backfoot1,TFT6_Augment_Disintegrator2,4
PWV ???????????,TFT6_Augment_Underdogs,TFT6_Augment_CelestialBlessing2,TFT6_Augment_StrikerEmblem,6
PWV ???????????,TFT6_Augment_ExperimentalEmblem,TFT6_Augment_ItemGrabBag1,TFT6_Augment_Keepers2,6
PWV ???????????,TFT6_Augment_SecondWind2,TFT6_Augment_Weakspot,TFT6_Augment_ExperimentalEmblem,7
PWV ???????????,TFT6_Augment_Meditation1,TFT6_Augment_ChemtechOverload1,TFT6_Augment_FuturePeepers,6
PWV ???????????,TFT6_Augment_TinyTitans,TFT6_Augment_SunfireBoard,TFT6_Augment_SecondWind2,2
nice try,TFT6_Augment_Backfoot2,TFT6_Augment_SocialiteDuet,TFT6_Augment_CelestialBlessing1,7
nice try,TFT6_Augment_ExperimentalTrait,TFT6_Augment_JeweledLotus,TFT6_Augment_ExperimentalEmblem,7
nice try,TFT6_Augment_CelestialBlessing2,TFT6_Augment_ScrapEmblem,TFT6_Augment_BinaryAirdrop,1
nice try,TFT6_Augment_PortableForge,TFT6_Augment_ComponentGrabBag,TFT6_Augment_CyberneticShell2,3
nice try,TFT6_Augment_ArcanistRunicShield1,TFT6_Augment_TinyTitans,TFT6_Augment_BinaryAirdrop,4
nice try,TFT6_Augment_Weakspot,TFT6_Augment_InnovatorTrait,TFT6_Augment_CelestialBlessing3,3
nice try,TFT6_Augment_ArcanistSpellBlade,TFT6_Augment_BlueBattery2,TFT6_Augment_ArcanistRunicShield2,1
jdzielinski??,TFT6_Augment_ItemGrabBag1,TFT6_Augment_HeroEmblem2,TFT6_Augment_CyberneticUplink1,1
jdzielinski??,TFT6_Augment_HextechStoredPower,TFT6_Augment_FirstAidKit,TFT6_Augment_CelestialBlessing2,2
jdzielinski??,TFT6_Augment_Backfoot2,TFT6_Augment_CyberneticUplink1,TFT6_Augment_Keepers2,1
jdzielinski??,TFT6_Augment_ItemGrabBag1,TFT6_Augment_CyberneticUplink1,TFT6_Augment_MeleeStarBlade2,3
jdzielinski??,TFT6_Augment_DebonairEmblem2,TFT6_Augment_CyberneticImplants1,TFT6_Augment_Backfoot2,5
Liquid Robin,TFT6_Augment_Ascension,TFT6_Augment_YordleSoSmall,TFT6_Augment_SecondWind2,6
Liquid Robin,TFT6_Augment_InnovatorSelfRepair,TFT6_Augment_FirstAidKit,TFT6_Augment_AssassinSmokeBomb,5
Liquid Robin,TFT6_Augment_CyberneticImplants2,TFT6_Augment_Weakspot,TFT6_Augment_CyberneticImplants1,1
Liquid Robin,TFT6_Augment_Backfoot2,TFT6_Augment_Diversify2,TFT6_Augment_SecondWind2,1
Liquid Robin,TFT6_Augment_FirstAidKit,TFT6_Augment_ComponentGrabBag,TFT6_Augment_InnovatorTrait,1
yatsuhashiJP,TFT6_Augment_Weakspot,TFT6_Augment_Backfoot1,TFT6_Augment_Archangel2,3
yatsuhashiJP,TFT6_Augment_ThievingRascals,TFT6_Augment_ArcanistRunicShield1,TFT6_Augment_Backfoot2,5
yatsuhashiJP,TFT6_Augment_ThriftShop,TFT6_Augment_JeweledLotus,TFT6_Augment_ArcanistEmblem,4
yatsuhashiJP,TFT6_Augment_Backfoot2,TFT6_Augment_CyberneticUplink1,TFT6_Augment_CyberneticUplink2,1
yatsuhashiJP,TFT6_Augment_ThievingRascals,TFT6_Augment_YordleSoSmall,TFT6_Augment_Diversify2,8
yatsuhashiJP,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_LudensEcho1,TFT6_Augment_Phalanx3,1
yatsuhashiJP,TFT6_Augment_ArcanistRunicShield2,TFT6_Augment_Weakspot,TFT6_Augment_ThrillOfTheHunt1,3
yatsuhashiJP,TFT6_Augment_CyberneticImplants2,TFT6_Augment_SocialiteDuet,TFT6_Augment_ThrillOfTheHunt1,3
Thats So Frodan,TFT6_Augment_LudensEcho1,TFT6_Augment_DebonairEmblem2,TFT6_Augment_TheGoldenEgg,1
Thats So Frodan,TFT6_Augment_BlueBattery1,TFT6_Augment_TomeOfTraits1,TFT6_Augment_Archangel2,8
Thats So Frodan,TFT6_Augment_CyberneticShell1,TFT6_Augment_ComponentGrabBag,TFT6_Augment_JeweledLotus,1
Thats So Frodan,TFT6_Augment_HextechEmblem2,TFT6_Augment_Distancing,TFT6_Augment_FuturePeepers,4
Thats So Frodan,TFT6_Augment_ComponentGrabBag,TFT6_Augment_Archangel2,TFT6_Augment_Diversify2,1
Vincentc??,TFT6_Augment_LudensEcho2,TFT6_Augment_ClockworkTrait,TFT6_Augment_CelestialBlessing2,6
Vincentc??,TFT6_Augment_TinyTitans,TFT6_Augment_GoldenGifts2,TFT6_Augment_PandorasItems,1
Vincentc??,TFT6_Augment_TreasureTrove2,TFT6_Augment_MakeshiftArmor2,TFT6_Augment_ComponentGrabBag,2
Vincentc??,TFT6_Augment_BlueBattery1,TFT6_Augment_BruteEmblem,TFT6_Augment_Phalanx2,2
Vincentc??,TFT6_Augment_MeleeStarBlade3,TFT6_Augment_JeweledLotus,TFT6_Augment_ThrillOfTheHunt2,4
Vincentc??,TFT6_Augment_Meditation1,TFT6_Augment_Diversify1,TFT6_Augment_HighEndShopping,5
Vincentc??,TFT6_Augment_GrandGambler,TFT6_Augment_TinyTitans,TFT6_Augment_SniperSharpshooter,1
HU JING TAO,TFT6_Augment_Backfoot1,TFT6_Augment_Phalanx1,TFT6_Augment_ComponentGrabBag,1
HU JING TAO,TFT6_Augment_PortableForge,TFT6_Augment_HighEndShopping,TFT6_Augment_Keepers2,1
s?tsuko,TFT6_Augment_HextechStoredPower,undefined,undefined,8
s?tsuko,TFT6_Augment_TreasureTrove1,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_BandOfThieves1,5
s?tsuko,TFT6_Augment_CyberneticShell2,TFT6_Augment_TomeOfTraits1,TFT6_Augment_FuturePeepers,4
s?tsuko,TFT6_Augment_EnchanterArdentCenser,TFT6_Augment_LudensEcho2,undefined,7
RamKev,TFT6_Augment_ClockworkTrait,TFT6_Augment_ChemtechForAllUnits,TFT6_Augment_TitanicForce,1
Yiggles,TFT6_Augment_MercenaryTrait,TFT6_Augment_Diversify2,TFT6_Augment_BinaryAirdrop,1
Yiggles,TFT6_Augment_BandOfThieves1,TFT6_Augment_CyberneticUplink1,TFT6_Augment_CelestialBlessing2,3
Yiggles,TFT6_Augment_ScholarTrait,TFT6_Augment_Featherweights1,TFT6_Augment_HighFive,1
Yiggles,TFT6_Augment_CelestialBlessing3,TFT6_Augment_Battlemage3,TFT6_Augment_SniperSharpshooter,2
Yiggles,TFT6_Augment_CyberneticShell1,TFT6_Augment_ItemGrabBag1,TFT6_Augment_Archangel2,3
Yiggles,TFT6_Augment_Battlemage3,TFT6_Augment_BruteEmblem,TFT6_Augment_CyberneticShell2,3
Yiggles,TFT6_Augment_Underdogs,TFT6_Augment_LudensEcho2,TFT6_Augment_Battlemage2,4
Yiggles,TFT6_Augment_ItemGrabBag1,TFT6_Augment_TomeOfTraits1,TFT6_Augment_SecondWind2,4
Yiggles,TFT6_Augment_BlueBattery1,TFT6_Augment_Meditation1,TFT6_Augment_ExperimentalEmblem,4
Yiggles,TFT6_Augment_TomeOfTraits1,TFT6_Augment_PandorasItems,TFT6_Augment_Archangel2,4
FoemanDD,TFT6_Augment_Electrocharge2,TFT6_Augment_LudensEcho2,TFT6_Augment_ThrillOfTheHunt2,1
FoemanDD,TFT6_Augment_CalculatedLoss,TFT6_Augment_SecondWind1,TFT6_Augment_ChallengerEmblem,7
Triple?s,TFT6_Augment_Meditation3,TFT6_Augment_ArcanistTrait,TFT6_Augment_ArcanistEmblem,3
Bruhbruhbruh WHO,TFT6_Augment_CyberneticShell2,TFT6_Augment_GoldenGifts2,TFT6_Augment_CyberneticUplink2,1
Bruhbruhbruh WHO,TFT6_Augment_Phalanx3,TFT6_Augment_SocialiteTrait,TFT6_Augment_HighFive,3
Bruhbruhbruh WHO,TFT6_Augment_ThreesCompany,TFT6_Augment_Backfoot2,TFT6_Augment_ChallengerEmblem,2
Bruhbruhbruh WHO,TFT6_Augment_CelestialBlessing2,TFT6_Augment_HeroEmblem2,TFT6_Augment_CyberneticImplants2,4
Bruhbruhbruh WHO,TFT6_Augment_TreasureTrove1,TFT6_Augment_HeroTrait,TFT6_Augment_ArcanistSpellBlade,7
xxiao dian dian,TFT6_Augment_ChallengerEnGarde,TFT6_Augment_TinyTitans,TFT6_Augment_MeleeStarBlade2,2
xxiao dian dian,TFT6_Augment_ItemGrabBag2,TFT6_Augment_GoldenGifts1,TFT6_Augment_Weakspot2,1
xxiao dian dian,TFT6_Augment_ExperimentalTrait,TFT6_Augment_PortableForge,TFT6_Augment_Diversify3,8
xxiao dian dian,TFT6_Augment_Weakspot2,TFT6_Augment_EnchanterTrait,TFT6_Augment_Disintegrator1,2
Flashb?ng,TFT6_Augment_Weakspot,TFT6_Augment_CyberneticShell1,TFT6_Augment_InnovatorTrait,1
Flashb?ng,TFT6_Augment_TreasureTrove1,TFT6_Augment_Diversify2,TFT6_Augment_HighFive,2
Flashb?ng,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_LudensEcho2,TFT6_Augment_CyberneticUplink2,3
Flashb?ng,TFT6_Augment_ExperimentalTrait,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_BinaryAirdrop,3
Flashb?ng,TFT6_Augment_StrikerEmblem2,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_Backfoot2,5
Flashb?ng,TFT6_Augment_SocialiteDuet,TFT6_Augment_GoldenGifts2,TFT6_Augment_Phalanx3,4
Flashb?ng,TFT6_Augment_Weakspot2,TFT6_Augment_Backfoot1,TFT6_Augment_SalvageBin,3
Flashb?ng,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_LudensEcho1,TFT6_Augment_FirstAidKit,2
Flashb?ng,TFT6_Augment_Phalanx1,TFT6_Augment_BinaryAirdrop,TFT6_Augment_Diversify2,3
Flashb?ng,TFT6_Augment_Weakspot2,TFT6_Augment_GoldenGifts2,TFT6_Augment_CyberneticUplink2,2
Flashb?ng,TFT6_Augment_YordleSoSmall,TFT6_Augment_Keepers1,TFT6_Augment_CyberneticImplants2,6
Flashb?ng,TFT6_Augment_HyperRoll,TFT6_Augment_ItemGrabBag1,TFT6_Augment_SalvageBin,4
Flashb?ng,TFT6_Augment_StrikerConcussiveBlows,TFT6_Augment_ItemGrabBag1,TFT6_Augment_ComponentGrabBag,7
Flashb?ng,TFT6_Augment_TinyTitans,TFT6_Augment_Electrocharge1,TFT6_Augment_HeroEmblem,3
Flashb?ng,TFT6_Augment_ItemGrabBag1,TFT6_Augment_Meditation1,TFT6_Augment_RadiantRelics,5
Flashb?ng,TFT6_Augment_ExperimentalEmblem,TFT6_Augment_CyberneticShell2,TFT6_Augment_SalvageBin,2
Flashb?ng,TFT6_Augment_TomeOfTraits1,TFT6_Augment_Backfoot1,TFT6_Augment_SalvageBin,5
Flashb?ng,TFT6_Augment_ScrapEmblem,TFT6_Augment_CelestialBlessing1,TFT6_Augment_Backfoot1,1
Flashb?ng,TFT6_Augment_HeroEmblem2,TFT6_Augment_Weakspot2,TFT6_Augment_HighFive,2
Flashb?ng,TFT6_Augment_ComponentGrabBag,TFT6_Augment_Weakspot,TFT6_Augment_HeroTrait,2
Flashb?ng,TFT6_Augment_LudensEcho1,TFT6_Augment_TomeOfTraits1,TFT6_Augment_HeroEmblem,3
Flashb?ng,TFT6_Augment_ThievingRascals,TFT6_Augment_Electrocharge1,TFT6_Augment_ThrillOfTheHunt2,5
Flashb?ng,TFT6_Augment_InnovatorSelfRepair,TFT6_Augment_Phalanx1,TFT6_Augment_BinaryAirdrop,6
Flashb?ng,TFT6_Augment_BlueBattery1,TFT6_Augment_Ascension,TFT6_Augment_HeroEmblem2,1
Flashb?ng,TFT6_Augment_TreasureTrove3,TFT6_Augment_SecondWind1,TFT6_Augment_RadiantRelics,2
Flashb?ng,TFT6_Augment_CyberneticImplants1,TFT6_Augment_CyberneticUplink1,TFT6_Augment_SalvageBin,5
Flashb?ng,TFT6_Augment_ThreesCompany,TFT6_Augment_PortableForge,TFT6_Augment_InnovatorTrait,7
Flashb?ng,TFT6_Augment_CyberneticImplants2,TFT6_Augment_DebonairTrait,TFT6_Augment_CelestialBlessing1,1
Flashb?ng,TFT6_Augment_ItemGrabBag1,TFT6_Augment_Distancing2,TFT6_Augment_CyberneticUplink2,1
Flashb?ng,TFT6_Augment_CyberneticShell3,TFT6_Augment_CelestialBlessing2,TFT6_Augment_Weakspot2,3
Flashb?ng,TFT6_Augment_ComponentGrabBag,TFT6_Augment_CyberneticUplink2,TFT6_Augment_FuturePeepers,4
Flashb?ng,TFT6_Augment_TwinshotTrait,TFT6_Augment_CyberneticImplants2,TFT6_Augment_CelestialBlessing2,6
Flashb?ng,TFT6_Augment_DebonairEmblem,TFT6_Augment_ForceOfNature,TFT6_Augment_CelestialBlessing2,1
Flashb?ng,TFT6_Augment_TinyTitans,TFT6_Augment_CyberneticImplants2,TFT6_Augment_ComponentGrabBag,5
Gwen,TFT6_Augment_CelestialBlessing2,TFT6_Augment_CyberneticShell1,TFT6_Augment_CyberneticShell2,6
Gwen,TFT6_Augment_Disintegrator1,TFT6_Augment_Weakspot2,TFT6_Augment_StrikerConcussiveBlows,1
Gwen,TFT6_Augment_Backfoot3,TFT6_Augment_TomeOfTraits1,TFT6_Augment_BandOfThieves1,3
Gwen,TFT6_Augment_ArcanistEmblem2,TFT6_Augment_GoldenGifts1,TFT6_Augment_SecondWind2,3
Gwen,TFT6_Augment_MercenaryTrait,TFT6_Augment_Backfoot2,TFT6_Augment_ThrillOfTheHunt2,2
Gwen,TFT6_Augment_Battlemage1,TFT6_Augment_LudensEcho1,TFT6_Augment_ChemtechEmblem,2
Gwen,TFT6_Augment_PortableForge,TFT6_Augment_Weakspot3,TFT6_Augment_CyberneticImplants2,2
Gwen,TFT6_Augment_TradeSector,TFT6_Augment_CelestialBlessing2,TFT6_Augment_HighFive,2
Gwen,TFT6_Augment_Weakspot2,TFT6_Augment_Diversify1,TFT6_Augment_StrikerEmblem2,3
Gwen,TFT6_Augment_TreasureTrove2,TFT6_Augment_SunfireBoard,TFT6_Augment_Disintegrator3,2
Gwen,TFT6_Augment_BruteEmblem2,TFT6_Augment_LudensEcho1,TFT6_Augment_Archangel2,2
Gwen,TFT6_Augment_Battlemage3,TFT6_Augment_Electrocharge1,TFT6_Augment_ChemtechForAllUnits,2
Gwen,TFT6_Augment_MeleeStarBlade2,TFT6_Augment_Weakspot2,TFT6_Augment_ChemtechEmblem,2
Gwen,TFT6_Augment_Dominance,TFT6_Augment_Ascension,TFT6_Augment_BinaryAirdrop,4
